#meanGeneralizationError	stdDevGeneralizationError	meanGeneralizationMisclassifiedError	stdDevGeneralizationMisclassifiedError	meanGeneralizationUnclassifiedError	stdDevGeneralizationUnclassifiedError	meanUnlabeledNeuronPercentages	stdDevUnlabeledNeuronPercentages
39.99999999999999	11.3495210138679	39.99999999999999	11.3495210138679	0.0	0.0	0.0	0.0
13.939393939393938	11.129777550488555	10.303030303030305	9.163762418067833	3.636363636363637	5.649595147871506	12.6	3.409924662935613
22.424242424242422	11.630615089990764	9.090909090909092	9.549558753434368	13.333333333333332	10.053528247686742	27.704081632653054	2.1940616586415786
13.636363636363635	9.770813401572854	12.727272727272727	8.131156281817416	0.9090909090909091	2.7738961511760425	2.5925925925925926	2.1803201465691693
14.545454545454541	11.597898808332053	13.33333333333333	10.60531419973954	1.2121212121212122	3.947022595048223	6.354166666666667	2.3187725585233494
23.636363636363633	13.83862536558886	8.787878787878789	8.090163515129309	14.848484848484848	10.804971606545656	41.588541666666664	2.8864597008939956
16.969696969696965	9.163762418067833	8.484848484848486	6.286289157122917	8.484848484848486	6.724363233127884	17.800925925925927	2.6646212954600323
16.969696969696965	10.870709213261017	16.969696969696965	10.870709213261017	0.0	0.0	0.0	0.0
17.27272727272727	10.769747481489386	17.27272727272727	10.769747481489386	0.0	0.0	0.13333333333333333	0.730296743340221
19.39393939393939	12.797240131838018	8.787878787878789	8.43506818144408	10.606060606060606	10.152255934543	21.85404339250493	2.6821856957922416
27.575757575757567	13.181187604274026	10.909090909090908	10.240760872273562	16.66666666666666	9.574395099028537	41.96078431372549	2.316608053464981
13.030303030303028	11.618357280412614	10.606060606060604	9.867556487620561	2.4242424242424243	5.302657099869771	9.958847736625513	3.36828456258643
14.545454545454543	9.7269651022168	13.333333333333332	9.469644722948871	1.2121212121212122	3.143144578561458	4.4897959183673475	2.9549947297983303
25.757575757575754	11.716060673492143	9.090909090909092	8.27016047540622	16.666666666666664	10.429186453628324	28.26666666666667	1.9655613059223789
18.48484848484848	10.804971606545655	12.424242424242424	10.537921137215672	6.060606060606061	6.89180039617185	19.641873278236915	2.9891328338311096
19.999999999999996	13.37790592940993	19.999999999999996	13.37790592940993	0.0	0.0	2.592592592592593	4.779811857245294
18.18181818181818	10.6767312639037	18.18181818181818	10.6767312639037	0.0	0.0	0.0	0.0
18.18181818181818	10.940393960260279	10.303030303030305	8.177753547432792	7.87878787878788	7.821510311855933	17.36111111111111	2.211119293771801
24.848484848484848	16.180327030258614	7.575757575757576	9.867556487620563	17.272727272727266	13.992221916199732	35.546875	2.109823946477362
14.242424242424239	12.33227937031754	11.818181818181817	11.235959859237338	2.4242424242424243	4.7348223614744365	6.510416666666667	2.6933368519345118
15.757575757575752	13.278122606185846	10.606060606060606	9.867556487620563	5.151515151515152	8.160310754275574	10.8	2.280350850198276
27.272727272727266	12.173346607490657	6.666666666666668	6.7243632331278835	20.606060606060606	13.278122606185846	44.10493827160494	2.7764175279780208
19.090909090909083	10.226837329638384	7.575757575757577	6.787636210025862	11.515151515151514	8.247155811997603	25.544217687074827	1.7771905411718543
