#meanGeneralizationError	stdDevGeneralizationError	meanGeneralizationMisclassifiedError	stdDevGeneralizationMisclassifiedError	meanGeneralizationUnclassifiedError	stdDevGeneralizationUnclassifiedError	meanUnlabeledNeuronPercentages	stdDevUnlabeledNeuronPercentages
44.28571428571429	16.609095970747997	44.28571428571429	16.609095970747997	0.0	0.0	0.0	0.0
31.19047619047619	10.854312136382617	30.238095238095234	10.390566645051392	0.9523809523809523	3.1012320389664634	34.07713498622589	3.394945624167091
41.42857142857143	12.914486244574148	28.571428571428573	12.156613477096618	12.85714285714286	9.453765414197955	32.591145833333336	3.397165111423175
61.42857142857142	25.760768059324896	61.42857142857142	25.760768059324896	0.0	0.0	39.387755102040835	6.230572355993231
47.85714285714285	21.31744584927908	47.85714285714285	21.31744584927908	0.0	0.0	35.884773662551446	7.385616688023339
48.33333333333333	12.397834896071611	29.52380952380952	11.368891796488878	18.809523809523807	12.226362153299561	31.697530864197535	2.790343368481383
25.238095238095237	12.262283380893928	23.809523809523807	12.204758669380112	1.4285714285714282	2.9059864440891867	41.9723865877712	2.0669697652759713
72.85714285714286	9.073939763354925	72.85714285714286	9.073939763354925	0.0	0.0	38.125	7.404201393523954
74.76190476190479	14.73831474936735	74.76190476190479	14.73831474936735	0.0	0.0	39.333333333333336	8.209890306853966
26.904761904761894	13.615217576662664	24.999999999999993	13.62382935334704	1.9047619047619042	3.2126888936343114	39.08163265306123	4.920412410160246
41.42857142857142	12.357562850575	25.238095238095237	12.117959600299944	16.190476190476186	12.85075557453725	42.096029547553115	4.828425982520793
34.761904761904766	14.252835728234421	32.85714285714286	14.481418120999567	1.9047619047619047	4.166373435611963	22.366666666666667	4.71595482220276
46.66666666666666	17.96600642371019	46.42857142857142	17.869453884359867	0.23809523809523808	1.3041013273932531	31.770833333333332	5.979227992396466
25.952380952380956	11.48436708353606	21.904761904761905	10.43281061914602	4.047619047619047	5.199514584247187	50.47289504036908	4.9719266461833564
42.38095238095239	12.850755574537246	36.666666666666664	12.262283380893926	5.714285714285712	7.118183987463427	11.180555555555554	2.502858625337209
69.04761904761904	8.247860988423222	69.04761904761904	8.247860988423222	0.0	0.0	55.555555555555586	2.890758581290855E-14
76.19047619047619	10.500047473726218	76.19047619047619	10.500047473726218	0.0	0.0	37.916666666666664	6.754096245387241
24.28571428571429	11.654177155829194	24.04761904761905	11.63655172928185	0.23809523809523808	1.3041013273932527	42.22879684418146	2.6163332446950536
40.238095238095234	13.195244346943982	26.428571428571427	12.03297135866732	13.809523809523807	11.086845032305154	30.20761245674741	4.218488868999672
48.8095238095238	24.319256272811447	48.57142857142856	23.97805705780636	0.23809523809523808	1.3041013273932527	37.5	7.4314395041235635
40.952380952380956	18.938521720900596	39.761904761904766	19.0080664877351	1.1904761904761902	2.7074930127817978	33.3	6.592315275353202
44.2857142857143	15.513722331441235	27.857142857142858	16.065269755884756	16.42857142857143	9.774012276167129	37.49769159741459	3.9225402974393564
24.76190476190476	11.67428791652681	21.904761904761905	11.85374948970067	2.8571428571428563	4.438967616184753	44.6962962962963	4.316445462789261
57.857142857142854	15.39418719180296	57.38095238095238	15.748209390001163	0.47619047619047616	1.812200940731875	16.851851851851848	6.994392531941251
68.5714285714286	17.755870464739008	68.5714285714286	17.755870464739008	0.0	0.0	35.333333333333336	11.021400290698823
44.28571428571427	13.578556593229058	34.52380952380952	11.726914575094334	9.761904761904761	7.615711502784422	16.3265306122449	2.3168372209198003
30.952380952380945	12.05974648734223	24.047619047619047	12.925833655817536	6.904761904761902	6.627553571134634	46.31687242798354	4.215501727223225
45.714285714285715	20.16818796447971	45.00000000000001	20.041301478553176	0.7142857142857142	2.17948983306689	29.50617283950617	5.543480562765558
51.19047619047619	19.681071947676468	50.952380952380956	19.56002088641972	0.23809523809523808	1.3041013273932527	22.312925170068027	6.606119901754166
27.619047619047624	10.054974389301298	24.761904761904763	10.0549743893013	2.8571428571428563	4.438967616184753	45.950520833333336	6.1545473469968535
38.09523809523809	11.912969256239911	35.95238095238095	11.173781348841349	2.142857142857142	3.821307718728028	34.282407407407405	4.009998965796671
69.04761904761904	8.247860988423222	69.04761904761904	8.247860988423222	0.0	0.0	55.555555555555586	2.890758581290855E-14
69.04761904761904	8.247860988423222	69.04761904761904	8.247860988423222	0.0	0.0	55.555555555555586	2.890758581290855E-14
33.09523809523809	10.85431213638262	31.190476190476183	10.85431213638262	1.9047619047619042	3.720217569729911	27.17592592592592	4.737176756402402
36.9047619047619	12.73385516344053	32.14285714285714	12.825631883694658	4.76190476190476	5.414986025563595	48.997395833333336	4.062970553263293
58.57142857142857	20.92175699009115	58.57142857142857	20.92175699009115	0.0	0.0	36.59863945578231	5.276628181095786
42.14285714285714	15.955382900153154	39.52380952380952	16.854443022226842	2.619047619047618	3.9718101197681097	13.3	3.9753551131769433
27.380952380952376	9.20547624345811	25.23809523809524	9.32887531346204	2.142857142857142	3.3292257121385647	66.03878116343489	3.90978161804656
32.14285714285714	17.166445183943665	28.80952380952381	16.188906521031747	3.3333333333333326	5.852194633762043	33.367346938775505	4.850594939415445
74.28571428571429	17.85467963306643	74.28571428571429	17.85467963306643	0.0	0.0	40.53333333333333	8.89685466828057
67.6190476190476	15.997595409270856	67.38095238095237	16.31879508276635	0.23809523809523808	1.3041013273932531	36.388888888888886	9.380275583894107
26.190476190476183	12.059746487342228	25.476190476190474	11.816586425650494	0.7142857142857142	2.17948983306689	46.829629629629636	3.5850944121584427
58.33333333333332	11.267856004361358	34.99999999999999	10.832679205787928	23.333333333333332	10.262791461201973	54.78333333333333	3.4769768213337215
30.238095238095237	12.110698263624572	29.761904761904766	12.312397037414907	0.47619047619047616	1.8122009407318744	33.691460055096414	3.6555063211684033
57.14285714285713	23.27814256297667	56.9047619047619	23.314643498333297	0.23809523809523808	1.3041013273932527	38.385416666666664	6.825390827616587
33.8095238095238	12.43326072757917	28.095238095238095	10.089907816093971	5.714285714285712	5.751112856234982	47.47404844290657	6.926616956273801
23.333333333333332	12.986938348792835	22.619047619047617	13.2750014191662	0.7142857142857142	2.17948983306689	41.40039447731756	3.209078391775711
64.04761904761907	13.459263391926354	64.04761904761907	13.459263391926354	0.0	0.0	35.0	7.628214415734117
69.04761904761904	8.247860988423222	69.04761904761904	8.247860988423222	0.0	0.0	55.555555555555586	2.890758581290855E-14
34.047619047619044	14.612437865415577	31.904761904761905	12.959816275996234	2.142857142857142	3.821307718728028	31.712962962962965	5.598295051027553
31.190476190476186	13.061233652940722	24.761904761904763	13.491902507169268	6.428571428571427	6.319546211627918	40.96885813148789	6.720412633618424
45.0	15.710926645014885	44.76190476190475	15.686645343410916	0.23809523809523808	1.304101327393253	35.3125	5.897951317311742
36.19047619047619	17.689691067625443	35.714285714285715	17.795459968658566	0.47619047619047616	1.8122009407318742	30.6	4.148950843701125
31.666666666666664	12.538937712146787	22.85714285714285	11.471593898531975	8.809523809523807	8.530966347184572	48.10710987996306	5.949325786586644
